Calc_Ramp_Ex_nm	Calc_Ramp_Rt_nm	Defl_V_Ex	Defl_V_Rt	
3.564453e+02	1.425781e+02	-6.236250e-01	-6.225000e-01	
3.574219e+02	1.416016e+02	-6.228750e-01	-6.225000e-01	
3.583984e+02	1.406250e+02	-6.240000e-01	-6.217500e-01	
3.593750e+02	1.396484e+02	-6.217500e-01	-6.225000e-01	
3.603516e+02	1.386719e+02	-6.240000e-01	-6.228750e-01	
3.613281e+02	1.376953e+02	-6.228750e-01	-6.232500e-01	
3.623047e+02	1.367188e+02	-6.243750e-01	-6.221250e-01	
3.632813e+02	1.357422e+02	-6.225000e-01	-6.221250e-01	
3.642578e+02	1.347656e+02	-6.240000e-01	-6.213750e-01	
3.652344e+02	1.337891e+02	-6.217500e-01	-6.232500e-01	
3.662109e+02	1.328125e+02	-6.258750e-01	-6.228750e-01	
3.671875e+02	1.318359e+02	-6.232500e-01	-6.225000e-01	
3.681641e+02	1.308594e+02	-6.225000e-01	-6.210000e-01	
3.691406e+02	1.298828e+02	-6.243750e-01	-6.225000e-01	
3.701172e+02	1.289063e+02	-6.240000e-01	-6.217500e-01	
3.710938e+02	1.279297e+02	-6.236250e-01	-6.228750e-01	
3.720703e+02	1.269531e+02	-6.221250e-01	-6.210000e-01	
3.730469e+02	1.259766e+02	-6.232500e-01	-6.236250e-01	
3.740234e+02	1.250000e+02	-6.232500e-01	-6.225000e-01	
3.750000e+02	1.240234e+02	-6.247500e-01	-6.225000e-01	
3.759766e+02	1.230469e+02	-6.240000e-01	-6.240000e-01	
3.769531e+02	1.220703e+02	-6.236250e-01	-6.228750e-01	
3.779297e+02	1.210938e+02	-6.236250e-01	-6.217500e-01	
3.789063e+02	1.201172e+02	-6.240000e-01	-6.213750e-01	
3.798828e+02	1.191406e+02	-6.240000e-01	-6.228750e-01	
