approach_displacement	approach_deflection	retract_displacement	retract_deflection
432.3133	-17.44287	432.4405	-17.97052
432.3944	-17.71684	432.5216	-17.61537
432.4755	-17.463160000000002	432.6027	-18.12273
432.5566	-17.67625	432.6838	-18.04155
432.6377	-18.25464	432.765	-17.858900000000002
432.7188	-17.80817	432.8461	-17.74728
432.8	-17.72699	432.9272	-17.77772
432.8811	-18.10243	433.0083	-17.798019999999998
432.9622	-17.92993	433.0894	-17.61537
433.0433	-17.86905	433.1705	-17.72699
433.1244	-17.55449	433.2516	-17.86905
433.2055	-17.798019999999998	433.3328	-17.76758
433.2867	-17.858900000000002	433.4139	-17.61537
433.3678	-17.8792	433.495	-17.67625
433.4489	-17.90964	433.5761	-17.858900000000002
433.53	-17.80817	433.6572	-17.84875
433.6111	-17.798019999999998	433.7383	-17.99081
433.6922	-17.67625	433.8195	-17.76758
433.7733	-17.625519999999998	433.9006	-17.8792
433.8545	-17.75743	433.9817	-18.0314
433.9356	-17.82846	434.0628	-17.84875
434.0167	-18.00096	434.1439	-17.686400000000003
434.0978	-17.89949	434.225	-17.74728
434.1789	-17.97052	434.3062	-17.77772
434.26	-17.92993	434.3873	-17.81831
434.3412	-17.77772	434.4684	-17.77772
434.4223	-17.950229999999998	434.5495	-17.88934
434.5034	-18.0314	434.6306	-17.88934
434.5845	-17.645809999999997	434.7117	-17.76758
434.6656	-17.838610000000003	434.7928	-17.88934
434.7467	-17.92993	434.874	-17.77772
434.8279	-17.82846	434.9551	-17.77772
434.909	-17.92993	435.0362	-17.625519999999998
434.9901	-17.66611	435.1173	-17.686400000000003
435.0712	-17.61537	435.1984	-17.77772
435.1523	-17.71684	435.2795	-17.8792
435.2334	-18.07199	435.3607	-17.80817
435.3145	-17.8792	435.4418	-18.011110000000002
435.3957	-18.0517	435.5229	-18.0517
435.4768	-17.76758	435.604	-17.858900000000002
435.5579	-17.44287	435.6851	-17.72699
435.639	-17.80817	435.7662	-17.940080000000002
435.7201	-17.81831	435.8474	-17.72699
435.8012	-17.72699	435.9285	-17.63567
435.8824	-17.58493	436.0096	-17.77772
435.9635	-17.73714	436.0907	-17.92993
436.0446	-17.99081	436.1718	-17.74728
436.1257	-17.858900000000002	436.2529	-17.92993
436.2068	-17.82846	436.334	-17.82846
436.2879	-17.858900000000002	436.4152	-17.645809999999997
436.369	-17.91978	436.4963	-17.96037
436.4502	-18.00096	436.5774	-17.99081
436.5313	-17.98067	436.6585	-17.67625
436.6124	-17.96037	436.7396	-17.61537
436.6935	-17.8792	436.8207	-18.10243
436.7746	-17.91978	436.9019	-18.02125
436.8557	-17.76758	436.983	-18.17346
436.9369	-17.69655	437.0641	-17.90964
437.018	-17.86905	437.1452	-17.706690000000002
437.0991	-17.65596	437.2263	-17.81831
437.1802	-17.625519999999998	437.3074	-17.89949
437.2613	-17.686400000000003	437.3885	-18.12273
437.3424	-17.89949	437.4697	-17.84875
437.4236	-17.91978	437.5508	-18.06184
437.5047	-17.91978	437.6319	-18.04155
437.5858	-17.84875	437.713	-17.84875
437.6669	-18.04155	437.7941	-17.706690000000002
437.748	-17.625519999999998	437.8752	-17.77772
437.8291	-17.66611	437.9564	-17.625519999999998
437.9102	-17.645809999999997	438.0375	-17.706690000000002
437.9914	-17.798019999999998	438.1186	-17.61537
438.0725	-17.72699	438.1997	-17.92993
438.1536	-17.90964	438.2808	-17.99081
438.2347	-17.858900000000002	438.3619	-17.97052
438.3158	-17.940080000000002	438.4431	-17.59508
438.3969	-17.858900000000002	438.5242	-17.66611
438.4781	-17.75743	438.6053	-17.81831
438.5592	-17.838610000000003	438.6864	-17.5139
438.6403	-17.858900000000002	438.7675	-17.54434
438.7214	-17.63567	438.8486	-17.950229999999998
438.8025	-17.5139	438.9297	-17.88934
438.8836	-17.90964	439.0109	-17.88934
438.9648	-18.08214	439.092	-18.10243
439.0459	-17.90964	439.1731	-18.30537
439.127	-17.75743	439.2542	-18.17346
439.2081	-17.71684	439.3353	-17.645809999999997
439.2892	-17.940080000000002	439.4164	-17.33125
439.3703	-17.76758	439.4976	-18.11258
439.4514	-17.67625	439.5787	-18.24449
439.5326	-17.82846	439.6598	-18.13287
439.6137	-17.838610000000003	439.7409	-17.99081
439.6948	-17.88934	439.822	-18.13287
439.7759	-18.0314	439.9031	-17.78787
439.857	-17.80817	439.9843	-17.66611
439.9381	-17.78787	440.0654	-17.92993
440.0193	-17.950229999999998	440.1465	-17.71684
440.1004	-17.80817	440.2276	-17.82846
440.1815	-17.99081	440.3087	-18.06184
440.2626	-17.940080000000002	440.3898	-17.838610000000003
440.3437	-18.00096	440.4709	-18.00096
440.4248	-17.798019999999998	440.5521	-17.950229999999998
440.506	-17.686400000000003	440.6332	-18.02125
440.5871	-17.940080000000002	440.7143	-18.06184
440.6682	-17.82846	440.7954	-18.0314
440.7493	-17.77772	440.8765	-17.73714
440.8304	-17.8792	440.9576	-17.86905
440.9115	-17.86905	441.0388	-17.57478
440.9926	-17.76758	441.1199	-17.73714
441.0738	-17.75743	441.201	-18.00096
441.1549	-17.60522	441.2821	-18.06184
441.236	-17.63567	441.3632	-17.74728
441.3171	-17.72699	441.4443	-17.82846
441.3982	-18.02125	441.5255	-18.04155
441.4793	-17.838610000000003	441.6066	-17.88934
441.5605	-17.80817	441.6877	-17.84875
441.6416	-17.75743	441.7688	-17.69655
441.7227	-17.66611	441.8499	-17.75743
441.8038	-17.63567	441.931	-17.86905
441.8849	-17.57478	442.0121	-17.84875
441.966	-18.02125	442.0933	-17.74728
442.0471	-17.940080000000002	442.1744	-17.69655
442.1283	-17.838610000000003	442.2555	-17.80817
442.2094	-18.04155	442.3366	-17.84875
442.2905	-18.00096	442.4177	-17.88934
442.3716	-18.11258	442.4988	-18.17346
442.4527	-18.24449	442.58	-17.78787
442.5338	-18.02125	442.6611	-17.706690000000002
442.615	-17.8792	442.7422	-17.97052
442.6961	-17.78787	442.8233	-18.06184
442.7772	-17.74728	442.9044	-17.98067
442.8583	-17.798019999999998	442.9855	-17.858900000000002
442.9394	-18.02125	443.0667	-17.74728
443.0205	-17.950229999999998	443.1478	-17.72699
443.1017	-17.84875	443.2289	-17.84875
443.1828	-17.706690000000002	443.31	-17.8792
443.2639	-17.73714	443.3911	-18.06184
443.345	-18.0314	443.4722	-18.0314
443.4261	-17.97052	443.5533	-17.81831
443.5072	-17.56464	443.6345	-17.78787
443.5883	-17.838610000000003	443.7156	-17.645809999999997
443.6695	-18.0517	443.7967	-17.61537
443.7506	-18.14302	443.8778	-17.75743
443.8317	-17.71684	443.9589	-17.78787
443.9128	-17.73714	444.04	-18.18361
443.9939	-17.76758	444.1212	-17.74728
444.075	-17.84875	444.2023	-17.78787
444.1562	-17.8792	444.2834	-17.88934
444.2373	-17.950229999999998	444.3645	-17.81831
444.3184	-17.625519999999998	444.4456	-17.82846
444.3995	-17.66611	444.5267	-18.08214
444.4806	-17.52405	444.6078	-17.838610000000003
444.5617	-17.65596	444.689	-17.57478
444.6429	-17.73714	444.7701	-17.63567
444.724	-17.645809999999997	444.8512	-17.59508
444.8051	-17.65596	444.9323	-17.76758
444.8862	-17.72699	445.0134	-17.80817
444.9673	-17.44287	445.0945	-18.02125
445.0484	-17.65596	445.1757	-17.98067
445.1295	-17.74728	445.2568	-17.91978
445.2107	-17.84875	445.3379	-17.73714
445.2918	-17.92993	445.419	-17.67625
445.3729	-17.63567	445.5001	-17.97052
445.454	-17.73714	445.5812	-17.77772
445.5351	-17.798019999999998	445.6624	-17.97052
445.6162	-17.72699	445.7435	-17.89949
445.6974	-17.65596	445.8246	-18.02125
445.7785	-17.63567	445.9057	-17.798019999999998
445.8596	-17.60522	445.9868	-17.798019999999998
445.9407	-17.75743	446.0679	-17.8792
446.0218	-17.80817	446.149	-17.798019999999998
446.1029	-17.71684	446.2302	-17.66611
446.1841	-17.67625	446.3113	-17.82846
446.2652	-17.67625	446.3924	-17.71684
446.3463	-17.80817	446.4735	-17.71684
446.4274	-18.011110000000002	446.5546	-17.950229999999998
446.5085	-17.89949	446.6357	-18.06184
446.5896	-17.98067	446.7169	-17.91978
446.6707	-17.63567	446.798	-17.940080000000002
446.7519	-17.91978	446.8791	-17.91978
446.833	-18.07199	446.9602	-17.838610000000003
446.9141	-17.99081	447.0413	-18.04155
446.9952	-17.80817	447.1224	-17.8792
447.0763	-17.84875	447.2036	-17.84875
447.1574	-17.8792	447.2847	-17.645809999999997
447.2386	-17.858900000000002	447.3658	-17.71684
447.3197	-17.82846	447.4469	-17.97052
447.4008	-17.96037	447.528	-18.29523
447.4819	-17.686400000000003	447.6091	-18.092290000000002
447.563	-17.798019999999998	447.6902	-17.72699
447.6441	-18.10243	447.7714	-17.75743
447.7253	-17.89949	447.8525	-17.74728
447.8064	-17.82846	447.9336	-17.90964
447.8875	-17.838610000000003	448.0147	-18.04155
447.9686	-17.8792	448.0958	-17.950229999999998
448.0497	-18.06184	448.1769	-17.91978
448.1308	-18.07199	448.2581	-17.950229999999998
448.2119	-17.71684	448.3392	-17.950229999999998
448.2931	-17.67625	448.4203	-17.91978
448.3742	-17.88934	448.5014	-17.99081
448.4553	-17.706690000000002	448.5825	-18.13287
448.5364	-17.63567	448.6636	-17.75743
448.6175	-17.89949	448.7448	-17.77772
448.6986	-17.58493	448.8259	-18.08214
448.7798	-17.686400000000003	448.907	-17.90964
448.8609	-17.82846	448.9881	-17.858900000000002
448.942	-18.07199	449.0692	-17.940080000000002
449.0231	-18.04155	449.1503	-18.00096
449.1042	-17.67625	449.2314	-17.77772
449.1853	-17.75743	449.3126	-17.69655
449.2664	-17.838610000000003	449.3937	-18.18361
449.3476	-18.02125	449.4748	-18.17346
449.4287	-17.89949	449.5559	-18.07199
449.5098	-18.00096	449.637	-18.11258
449.5909	-17.77772	449.7181	-17.78787
449.672	-17.80817	449.7993	-17.69655
449.7531	-17.75743	449.8804	-17.706690000000002
449.8343	-17.73714	449.9615	-17.78787
449.9154	-17.76758	450.0426	-17.74728
449.9965	-17.63567	450.1237	-17.8792
450.0776	-17.77772	450.2048	-17.99081
450.1587	-17.92993	450.2859	-17.99081
450.2398	-18.02125	450.3671	-17.84875
450.321	-17.72699	450.4482	-18.02125
450.4021	-18.12273	450.5293	-18.07199
450.4832	-17.78787	450.6104	-17.76758
450.5643	-17.63567	450.6915	-17.534190000000002
450.6454	-17.59508	450.7726	-17.8792
450.7265	-17.81831	450.8538	-17.99081
450.8076	-17.77772	450.9349	-17.940080000000002
450.8888	-17.77772	451.016	-17.71684
450.9699	-17.80817	451.0971	-17.89949
451.051	-17.76758	451.1782	-17.78787
451.1321	-18.00096	451.2593	-18.10243
451.2132	-17.950229999999998	451.3405	-18.0517
451.2943	-18.011110000000002	451.4216	-17.77772
451.3755	-17.75743	451.5027	-17.86905
451.4566	-17.66611	451.5838	-18.02125
451.5377	-17.58493	451.6649	-18.17346
451.6188	-17.63567	451.746	-18.07199
451.6999	-17.78787	451.8271	-17.950229999999998
451.781	-17.63567	451.9083	-17.80817
451.8622	-17.71684	451.9894	-17.625519999999998
451.9433	-18.07199	452.0705	-17.92993
452.0244	-17.86905	452.1516	-18.15317
452.1055	-18.04155	452.2327	-17.858900000000002
452.1866	-18.08214	452.3138	-17.67625
452.2677	-17.88934	452.395	-17.97052
452.3488	-18.13287	452.4761	-17.838610000000003
452.43	-17.74728	452.5572	-17.76758
452.5111	-17.75743	452.6383	-17.858900000000002
452.5922	-17.838610000000003	452.7194	-17.55449
452.6733	-17.798019999999998	452.8005	-17.74728
452.7544	-17.63567	452.8817	-17.88934
452.8355	-17.82846	452.9628	-18.011110000000002
452.9167	-18.0314	453.0439	-17.950229999999998
452.9978	-17.838610000000003	453.125	-17.89949
453.0789	-17.88934	453.2061	-18.13287
453.16	-17.81831	453.2872	-18.04155
453.2411	-17.625519999999998	453.3683	-18.14302
453.3222	-17.69655	453.4495	-18.14302
453.4034	-17.940080000000002	453.5306	-18.011110000000002
453.4845	-17.8792	453.6117	-17.686400000000003
453.5656	-17.858900000000002	453.6928	-17.57478
453.6467	-18.092290000000002	453.7739	-17.97052
453.7278	-17.86905	453.855	-17.80817
453.8089	-17.88934	453.9362	-17.88934
453.89	-17.8792	454.0173	-17.91978
453.9712	-17.96037	454.0984	-17.58493
454.0523	-18.0517	454.1795	-17.74728
454.1334	-17.90964	454.2606	-17.89949
454.2145	-17.91978	454.3417	-17.73714
454.2956	-17.84875	454.4229	-17.65596
454.3767	-17.798019999999998	454.504	-17.940080000000002
454.4579	-17.99081	454.5851	-18.04155
454.539	-17.96037	454.6662	-18.2039
454.6201	-18.0517	454.7473	-17.798019999999998
454.7012	-18.0314	454.8284	-17.80817
454.7823	-17.8792	454.9095	-17.98067
454.8634	-17.69655	454.9907	-17.72699
454.9445	-17.54434	455.0718	-17.80817
455.0257	-17.77772	455.1529	-17.88934
455.1068	-18.08214	455.234	-17.838610000000003
455.1879	-18.02125	455.3151	-17.81831
455.269	-17.55449	455.3962	-18.11258
455.3501	-17.45302	455.4774	-18.08214
455.4312	-17.88934	455.5585	-17.82846
455.5124	-18.011110000000002	455.6396	-18.02125
455.5935	-17.60522	455.7207	-18.36626
455.6746	-17.75743	455.8018	-18.14302
455.7557	-18.08214	455.8829	-17.625519999999998
455.8368	-17.89949	455.9641	-17.88934
455.9179	-17.69655	456.0452	-18.07199
455.9991	-17.50375	456.1263	-18.06184
456.0802	-17.55449	456.2074	-17.86905
456.1613	-17.74728	456.2885	-17.76758
456.2424	-18.15317	456.3696	-17.92993
456.3235	-17.8792	456.4507	-17.858900000000002
456.4046	-17.645809999999997	456.5319	-18.092290000000002
456.4857	-17.798019999999998	456.613	-18.011110000000002
456.5669	-17.74728	456.6941	-17.88934
456.648	-17.80817	456.7752	-17.80817
456.7291	-17.8792	456.8563	-17.78787
456.8102	-18.11258	456.9374	-17.74728
456.8913	-17.74728	457.0186	-17.66611
456.9724	-17.89949	457.0997	-17.858900000000002
457.0536	-17.86905	457.1808	-18.02125
457.1347	-17.66611	457.2619	-17.98067
457.2158	-17.534190000000002	457.343	-17.69655
457.2969	-17.42258	457.4241	-17.88934
457.378	-17.645809999999997	457.5052	-17.63567
457.4591	-17.940080000000002	457.5864	-17.80817
457.5403	-17.77772	457.6675	-17.81831
457.6214	-17.686400000000003	457.7486	-17.72699
457.7025	-17.8792	457.8297	-17.77772
457.7836	-17.838610000000003	457.9108	-17.88934
457.8647	-17.89949	457.9919	-17.8792
457.9458	-17.77772	458.0731	-17.78787
458.0269	-17.838610000000003	458.1542	-17.78787
458.1081	-18.0314	458.2353	-17.82846
458.1892	-17.92993	458.3164	-17.78787
458.2703	-17.84875	458.3975	-17.97052
458.3514	-17.91978	458.4786	-17.82846
458.4325	-17.75743	458.5598	-17.89949
458.5136	-17.97052	458.6409	-17.61537
458.5948	-17.91978	458.722	-17.798019999999998
458.6759	-17.706690000000002	458.8031	-18.02125
458.757	-17.90964	458.8842	-17.80817
458.8381	-17.8792	458.9653	-17.89949
458.9192	-17.78787	459.0464	-17.86905
459.0003	-17.80817	459.1276	-17.89949
459.0815	-17.61537	459.2087	-18.04155
459.1626	-17.57478	459.2898	-18.00096
459.2437	-17.82846	459.3709	-17.92993
459.3248	-17.90964	459.452	-18.08214
459.4059	-17.89949	459.5331	-17.686400000000003
459.487	-18.06184	459.6143	-18.04155
459.5681	-18.18361	459.6954	-18.011110000000002
459.6493	-17.98067	459.7765	-17.838610000000003
459.7304	-18.07199	459.8576	-18.00096
459.8115	-17.82846	459.9387	-17.858900000000002
459.8926	-17.72699	460.0198	-17.78787
459.9737	-17.950229999999998	460.101	-17.98067
460.0548	-17.92993	460.1821	-18.02125
460.136	-17.91978	460.2632	-18.011110000000002
460.2171	-17.91978	460.3443	-18.02125
460.2982	-18.00096	460.4254	-17.66611
460.3793	-17.78787	460.5065	-17.84875
460.4604	-17.80817	460.5876	-17.838610000000003
460.5415	-17.858900000000002	460.6688	-17.81831
460.6227	-17.90964	460.7499	-17.89949
460.7038	-17.75743	460.831	-18.06184
460.7849	-17.89949	460.9121	-17.940080000000002
460.866	-18.15317	460.9932	-17.72699
460.9471	-17.77772	461.0743	-17.82846
461.0282	-17.798019999999998	461.1555	-17.71684
461.1093	-18.13287	461.2366	-18.08214
461.1905	-17.84875	461.3177	-17.88934
461.2716	-17.76758	461.3988	-17.92993
461.3527	-17.69655	461.4799	-17.92993
461.4338	-18.04155	461.561	-17.99081
461.5149	-18.13287	461.6422	-18.02125
461.596	-17.686400000000003	461.7233	-17.90964
461.6772	-17.89949	461.8044	-17.63567
461.7583	-17.89949	461.8855	-17.99081
461.8394	-17.76758	461.9666	-18.14302
461.9205	-17.858900000000002	462.0477	-18.11258
462.0016	-18.04155	462.1288	-17.940080000000002
462.0827	-17.96037	462.21	-18.02125
462.1638	-17.78787	462.2911	-17.90964
462.245	-18.14302	462.3722	-17.63567
462.3261	-17.99081	462.4533	-17.76758
462.4072	-17.71684	462.5344	-17.75743
462.4883	-17.98067	462.6155	-17.686400000000003
462.5694	-17.97052	462.6967	-18.06184
462.6505	-17.91978	462.7778	-17.88934
462.7317	-18.02125	462.8589	-17.75743
462.8128	-17.798019999999998	462.94	-18.04155
462.8939	-17.858900000000002	463.0211	-17.75743
462.975	-17.99081	463.1022	-17.76758
463.0561	-17.82846	463.1833	-17.77772
463.1372	-17.74728	463.2645	-18.06184
463.2184	-17.97052	463.3456	-18.02125
463.2995	-17.90964	463.4267	-17.96037
463.3806	-17.798019999999998	463.5078	-17.84875
463.4617	-17.72699	463.5889	-17.84875
463.5428	-17.78787	463.67	-18.0517
463.6239	-17.89949	463.7512	-18.06184
463.705	-17.90964	463.8323	-18.13287
463.7862	-17.78787	463.9134	-17.69655
463.8673	-17.63567	463.9945	-17.63567
463.9484	-17.645809999999997	464.0756	-17.92993
464.0295	-17.73714	464.1567	-17.96037
464.1106	-17.69655	464.2379	-17.98067
464.1917	-17.86905	464.319	-18.0517
464.2729	-17.81831	464.4001	-17.77772
464.354	-17.67625	464.4812	-17.81831
464.4351	-17.57478	464.5623	-18.092290000000002
464.5162	-17.72699	464.6434	-18.04155
464.5973	-17.858900000000002	464.7245	-17.78787
464.6784	-17.74728	464.8057	-17.90964
464.7596	-17.92993	464.8868	-17.940080000000002
464.8407	-17.90964	464.9679	-17.81831
464.9218	-17.88934	465.049	-17.74728
465.0029	-17.950229999999998	465.1301	-18.10243
465.084	-17.858900000000002	465.2112	-18.2039
465.1651	-17.90964	465.2924	-18.335820000000002
465.2462	-17.97052	465.3735	-17.99081
465.3274	-17.97052	465.4546	-17.81831
465.4085	-17.73714	465.5357	-17.81831
465.4896	-17.84875	465.6168	-17.76758
465.5707	-18.07199	465.6979	-17.80817
465.6518	-18.06184	465.7791	-17.534190000000002
465.7329	-17.798019999999998	465.8602	-17.838610000000003
465.8141	-17.84875	465.9413	-18.18361
465.8952	-18.2242	466.0224	-18.28508
465.9763	-18.092290000000002	466.1035	-18.07199
466.0574	-18.0517	466.1846	-18.07199
466.1385	-17.96037	466.2657	-17.940080000000002
466.2196	-18.02125	466.3469	-17.71684
466.3008	-18.02125	466.428	-17.81831
466.3819	-18.02125	466.5091	-17.89949
466.463	-17.97052	466.5902	-18.15317
466.5441	-18.06184	466.6713	-18.00096
466.6252	-17.89949	466.7524	-17.90964
466.7063	-17.838610000000003	466.8336	-17.89949
466.7874	-17.950229999999998	466.9147	-17.90964
466.8686	-18.10243	466.9958	-17.88934
466.9497	-18.08214	467.0769	-17.81831
467.0308	-17.86905	467.158	-17.84875
467.1119	-17.838610000000003	467.2391	-18.011110000000002
467.193	-17.63567	467.3203	-18.31552
467.2741	-17.42258	467.4014	-17.90964
467.3553	-17.63567	467.4825	-17.76758
467.4364	-17.92993	467.5636	-18.08214
467.5175	-17.99081	467.6447	-17.940080000000002
467.5986	-17.97052	467.7258	-18.07199
467.6797	-17.84875	467.8069	-18.11258
467.7608	-18.02125	467.8881	-17.74728
467.8419	-17.91978	467.9692	-17.706690000000002
467.9231	-17.82846	468.0503	-17.75743
468.0042	-18.04155	468.1314	-17.98067
468.0853	-18.17346	468.2125	-18.18361
468.1664	-18.2039	468.2936	-17.99081
468.2475	-18.00096	468.3748	-17.91978
468.3286	-17.75743	468.4559	-17.92993
468.4098	-18.02125	468.537	-18.0517
468.4909	-17.89949	468.6181	-17.96037
468.572	-17.52405	468.6992	-18.00096
468.6531	-17.84875	468.7803	-18.0314
468.7342	-17.56464	468.8615	-17.75743
468.8153	-17.61537	468.9426	-18.11258
468.8965	-17.96037	469.0237	-18.2242
468.9776	-17.99081	469.1048	-18.36626
469.0587	-17.78787	469.1859	-18.18361
469.1398	-17.940080000000002	469.267	-17.838610000000003
469.2209	-17.96037	469.3481	-17.72699
469.302	-17.97052	469.4293	-17.91978
469.3831	-17.8792	469.5104	-18.07199
469.4643	-17.98067	469.5915	-18.02125
469.5454	-17.940080000000002	469.6726	-18.23434
469.6265	-17.92993	469.7537	-18.0517
469.7076	-17.90964	469.8348	-18.011110000000002
469.7887	-17.940080000000002	469.916	-18.30537
469.8698	-18.02125	469.9971	-18.16331
469.951	-18.16331	470.0782	-18.13287
470.0321	-18.06184	470.1593	-18.10243
470.1132	-17.86905	470.2404	-18.38655
470.1943	-18.06184	470.3215	-17.90964
470.2754	-17.97052	470.4026	-17.77772
470.3565	-17.88934	470.4838	-18.0314
470.4377	-17.950229999999998	470.5649	-17.838610000000003
470.5188	-17.99081	470.646	-17.838610000000003
470.5999	-17.97052	470.7271	-17.96037
470.681	-17.84875	470.8082	-18.0314
470.7621	-17.940080000000002	470.8893	-18.011110000000002
470.8432	-17.940080000000002	470.9705	-17.80817
470.9243	-17.88934	471.0516	-18.0314
471.0055	-17.645809999999997	471.1327	-18.32567
471.0866	-17.78787	471.2138	-18.31552
471.1677	-18.43729	471.2949	-18.16331
471.2488	-18.06184	471.376	-17.82846
471.3299	-18.12273	471.4572	-17.88934
471.411	-17.78787	471.5383	-18.04155
471.4922	-17.76758	471.6194	-17.8792
471.5733	-18.11258	471.7005	-17.98067
471.6544	-17.71684	471.7816	-18.10243
471.7355	-18.0314	471.8627	-18.23434
471.8166	-17.71684	471.9438	-18.08214
471.8977	-17.72699	472.025	-17.72699
471.9789	-17.91978	472.1061	-17.89949
472.06	-18.2039	472.1872	-17.940080000000002
472.1411	-18.08214	472.2683	-17.8792
472.2222	-18.12273	472.3494	-18.18361
472.3033	-17.950229999999998	472.4305	-17.75743
472.3844	-17.81831	472.5117	-18.14302
472.4655	-17.77772	472.5928	-18.19376
472.5467	-17.81831	472.6739	-18.04155
472.6278	-17.858900000000002	472.755	-17.98067
472.7089	-17.59508	472.8361	-18.0314
472.79	-17.473309999999998	472.9172	-18.14302
472.8711	-17.798019999999998	472.9984	-18.13287
472.9522	-17.91978	473.0795	-18.16331
473.0334	-17.71684	473.1606	-17.91978
473.1145	-17.78787	473.2417	-17.90964
473.1956	-17.645809999999997	473.3228	-17.71684
473.2767	-17.61537	473.4039	-17.940080000000002
473.3578	-18.00096	473.485	-17.8792
473.4389	-18.10243	473.5662	-17.950229999999998
473.5201	-17.76758	473.6473	-17.78787
473.6012	-17.686400000000003	473.7284	-17.97052
473.6823	-18.32567	473.8095	-18.16331
473.7634	-17.8792	473.8906	-18.0314
473.8445	-17.60522	473.9717	-17.74728
473.9256	-17.78787	474.0529	-17.625519999999998
474.0067	-17.950229999999998	474.134	-17.940080000000002
474.0879	-17.88934	474.2151	-17.92993
474.169	-17.92993	474.2962	-17.63567
474.2501	-17.81831	474.3773	-17.798019999999998
474.3312	-17.92993	474.4584	-17.98067
474.4123	-17.88934	474.5396	-18.30537
474.4934	-17.78787	474.6207	-18.274929999999998
474.5746	-18.08214	474.7018	-18.15317
474.6557	-18.04155	474.7829	-18.06184
474.7368	-17.838610000000003	474.864	-17.940080000000002
474.8179	-17.8792	474.9451	-18.25464
474.899	-17.97052	475.0262	-18.0314
474.9801	-18.092290000000002	475.1074	-17.98067
475.0612	-17.78787	475.1885	-17.77772
475.1424	-17.74728	475.2696	-18.092290000000002
475.2235	-17.950229999999998	475.3507	-17.96037
475.3046	-17.940080000000002	475.4318	-18.10243
475.3857	-17.75743	475.5129	-17.99081
475.4668	-17.645809999999997	475.5941	-17.89949
475.5479	-18.02125	475.6752	-17.69655
475.6291	-17.89949	475.7563	-17.80817
475.7102	-17.77772	475.8374	-18.14302
475.7913	-18.06184	475.9185	-18.2242
475.8724	-17.8792	475.9996	-18.15317
475.9535	-18.02125	476.0807	-18.18361
476.0346	-17.90964	476.1619	-18.25464
476.1158	-17.89949	476.243	-18.00096
476.1969	-17.90964	476.3241	-17.90964
476.278	-17.76758	476.4052	-18.11258
476.3591	-18.04155	476.48630000000003	-18.14302
476.4402	-18.02125	476.5674	-17.91978
476.5213	-17.858900000000002	476.6486	-17.950229999999998
476.6024	-17.61537	476.7297	-18.0314
476.6836	-17.88934	476.8108	-18.2242
476.7647	-17.88934	476.8919	-18.0517
476.8458	-17.81831	476.973	-18.07199
476.9269	-17.838610000000003	477.0541	-17.8792
477.008	-18.0314	477.1353	-17.81831
477.0891	-18.24449	477.2164	-18.11258
477.1703	-18.02125	477.2975	-17.950229999999998
477.2514	-17.71684	477.3786	-17.92993
477.3325	-17.74728	477.4597	-18.011110000000002
477.4136	-18.11258	477.5408	-18.16331
477.4947	-18.0314	477.6219	-18.08214
477.5758	-18.011110000000002	477.7031	-17.86905
477.657	-18.011110000000002	477.7842	-17.858900000000002
477.7381	-18.06184	477.8653	-18.08214
477.8192	-17.838610000000003	477.9464	-18.10243
477.9003	-17.84875	478.0275	-18.16331
477.9814	-18.32567	478.1086	-18.08214
478.0625	-18.2039	478.1898	-17.838610000000003
478.1436	-17.86905	478.2709	-17.90964
478.2248	-17.74728	478.352	-17.97052
478.3059	-17.838610000000003	478.4331	-17.98067
478.387	-17.86905	478.5142	-18.274929999999998
478.4681	-17.98067	478.5953	-18.26479
478.5492	-17.92993	478.6765	-18.24449
478.6303	-18.18361	478.7576	-17.88934
478.7115	-17.940080000000002	478.8387	-17.940080000000002
478.7926	-17.91978	478.9198	-18.17346
478.8737	-17.78787	479.0009	-17.84875
478.9548	-17.52405	479.082	-18.04155
479.0359	-17.66611	479.1631	-18.16331
479.117	-17.86905	479.2443	-17.81831
479.1982	-17.86905	479.3254	-17.858900000000002
479.2793	-17.71684	479.4065	-17.84875
479.3604	-17.940080000000002	479.4876	-17.88934
479.4415	-17.81831	479.5687	-18.08214
479.5226	-17.838610000000003	479.6498	-18.04155
479.6037	-17.89949	479.731	-18.14302
479.6848	-17.798019999999998	479.8121	-18.10243
479.766	-17.8792	479.8932	-17.75743
479.8471	-17.73714	479.9743	-18.11258
479.9282	-17.706690000000002	480.0554	-18.15317
480.0093	-17.92993	480.1365	-18.00096
480.0904	-18.12273	480.2177	-18.00096
480.1715	-18.12273	480.29880000000003	-17.96037
480.2527	-17.98067	480.3799	-18.0314
480.3338	-18.11258	480.461	-18.0517
480.4149	-17.940080000000002	480.5421	-18.092290000000002
480.496	-17.89949	480.6232	-17.89949
480.5771	-17.838610000000003	480.7043	-17.76758
480.6582	-17.89949	480.7855	-17.91978
480.7393	-17.89949	480.8666	-17.99081
480.8205	-18.011110000000002	480.9477	-17.625519999999998
480.9016	-17.8792	481.0288	-17.66611
480.9827	-17.90964	481.1099	-17.838610000000003
481.0638	-18.31552	481.191	-18.23434
481.1449	-18.0517	481.2722	-18.0517
481.226	-18.0314	481.3533	-17.838610000000003
481.3072	-18.24449	481.4344	-17.8792
481.3883	-17.88934	481.5155	-17.96037
481.4694	-18.18361	481.5966	-17.88934
481.5505	-18.14302	481.6777	-17.92993
481.6316	-17.86905	481.7589	-17.950229999999998
481.7127	-17.76758	481.84	-17.84875
