approach_displacement	approach_deflection	retract_displacement	retract_deflection
132.4863	-17.60522	132.6136	-17.798019999999998
132.5674	-17.706690000000002	132.6947	-17.940080000000002
132.6486	-17.8792	132.7758	-18.12273
132.7297	-17.950229999999998	132.857	-18.17346
132.8108	-17.98067	132.9381	-17.90964
132.892	-17.858900000000002	133.0192	-17.88934
132.9731	-17.56464	133.1004	-18.06184
133.0542	-17.78787	133.1815	-17.950229999999998
133.1354	-17.88934	133.2626	-17.88934
133.2165	-17.96037	133.3438	-17.838610000000003
133.2976	-17.90964	133.4249	-18.0314
133.3788	-17.84875	133.506	-18.0314
133.4599	-17.858900000000002	133.5871	-17.92993
133.541	-17.75743	133.6683	-18.21405
133.6221	-17.86905	133.7494	-18.18361
133.7033	-17.91978	133.8305	-18.0314
133.7844	-17.858900000000002	133.9117	-17.88934
133.8655	-18.0314	133.9928	-17.96037
133.9467	-18.0314	134.0739	-17.92993
134.0278	-18.02125	134.1551	-17.858900000000002
134.1089	-17.74728	134.2362	-17.80817
134.1901	-17.67625	134.3173	-17.99081
134.2712	-17.88934	134.3985	-17.99081
134.3523	-17.77772	134.4796	-17.96037
134.4335	-17.950229999999998	134.5607	-17.72699
134.5146	-17.73714	134.6418	-18.00096
134.5957	-17.99081	134.723	-18.06184
134.6768	-18.07199	134.8041	-17.96037
134.758	-17.86905	134.8852	-18.18361
134.8391	-18.06184	134.9664	-17.75743
134.9202	-17.858900000000002	135.0475	-17.61537
135.0014	-17.90964	135.1286	-17.90964
135.0825	-17.940080000000002	135.2098	-17.940080000000002
135.1636	-17.89949	135.2909	-17.90964
135.2448	-17.65596	135.372	-17.66611
135.3259	-17.63567	135.4532	-18.011110000000002
135.407	-17.88934	135.5343	-17.97052
135.4882	-17.65596	135.6154	-17.92993
135.5693	-17.71684	135.6965	-17.81831
135.6504	-17.706690000000002	135.7777	-17.77772
135.7316	-17.838610000000003	135.8588	-17.55449
135.8127	-17.65596	135.9399	-18.04155
135.8938	-17.645809999999997	136.0211	-18.06184
135.9749	-17.77772	136.1022	-17.8792
136.0561	-17.950229999999998	136.1833	-17.89949
136.1372	-17.940080000000002	136.2645	-17.88934
136.2183	-18.04155	136.3456	-18.02125
136.2995	-17.59508	136.4267	-17.91978
136.3806	-17.61537	136.5079	-17.99081
136.4617	-17.81831	136.589	-18.24449
136.5429	-17.90964	136.6701	-18.14302
136.624	-17.71684	136.7513	-17.58493
136.7051	-17.69655	136.8324	-17.81831
136.7863	-17.82846	136.9135	-17.99081
136.8674	-17.97052	136.9946	-17.96037
136.9485	-17.97052	137.0758	-17.67625
137.0296	-17.69655	137.1569	-17.686400000000003
137.1108	-17.73714	137.238	-17.858900000000002
137.1919	-17.686400000000003	137.3192	-17.86905
137.273	-17.80817	137.4003	-17.86905
137.3542	-17.625519999999998	137.4814	-18.11258
137.4353	-17.60522	137.5626	-18.14302
137.5164	-17.75743	137.6437	-17.96037
137.5976	-17.88934	137.7248	-17.686400000000003
137.6787	-17.67625	137.806	-17.78787
137.7598	-17.625519999999998	137.8871	-17.86905
137.841	-17.71684	137.9682	-17.82846
137.9221	-18.07199	138.0493	-18.36626
138.0032	-17.90964	138.1305	-18.12273
138.0844	-17.82846	138.2116	-17.950229999999998
138.1655	-18.13287	138.2927	-17.92993
138.2466	-18.2039	138.3739	-18.04155
138.3277	-17.69655	138.455	-18.0314
138.4089	-17.73714	138.5361	-17.96037
138.49	-17.81831	138.6173	-17.75743
138.5711	-17.49361	138.6984	-18.06184
138.6523	-17.54434	138.7795	-17.940080000000002
138.7334	-17.69655	138.8607	-17.80817
138.8145	-17.88934	138.9418	-17.73714
138.8957	-17.86905	139.0229	-18.00096
138.9768	-17.645809999999997	139.104	-18.0517
139.0579	-17.74728	139.1852	-18.21405
139.1391	-17.96037	139.2663	-17.99081
139.2202	-17.82846	139.3474	-17.82846
139.3013	-17.89949	139.4286	-17.97052
139.3824	-17.8792	139.5097	-17.97052
139.4636	-17.686400000000003	139.5908	-18.092290000000002
139.5447	-18.07199	139.672	-17.96037
139.6258	-17.92993	139.7531	-17.86905
139.707	-17.534190000000002	139.8342	-17.74728
139.7881	-17.645809999999997	139.9154	-17.838610000000003
139.8692	-17.73714	139.9965	-17.90964
139.9504	-17.77772	140.0776	-18.00096
140.0315	-17.940080000000002	140.1588	-17.82846
140.1126	-17.88934	140.2399	-17.61537
140.1938	-17.91978	140.321	-17.66611
140.2749	-17.98067	140.4021	-17.798019999999998
140.356	-17.72699	140.4833	-17.89949
140.4371	-17.8792	140.5644	-17.950229999999998
140.5183	-17.86905	140.6455	-18.011110000000002
140.5994	-17.798019999999998	140.7267	-17.81831
140.6805	-18.15317	140.8078	-17.92993
140.7617	-17.97052	140.8889	-17.76758
140.8428	-17.61537	140.9701	-17.91978
140.9239	-17.63567	141.0512	-18.0314
141.0051	-17.66611	141.1323	-18.02125
141.0862	-17.43272	141.2135	-17.940080000000002
141.1673	-17.82846	141.2946	-18.10243
141.2485	-17.97052	141.3757	-18.2242
141.3296	-17.81831	141.4568	-17.76758
141.4107	-17.838610000000003	141.538	-17.89949
141.4919	-17.49361	141.6191	-18.26479
141.573	-17.534190000000002	141.7002	-18.11258
141.6541	-17.67625	141.7814	-17.858900000000002
141.7352	-17.838610000000003	141.8625	-17.71684
141.8164	-17.686400000000003	141.9436	-17.92993
141.8975	-17.77772	142.0248	-17.90964
141.9786	-17.61537	142.1059	-17.84875
142.0598	-17.63567	142.187	-17.84875
142.1409	-17.86905	142.2682	-17.84875
142.222	-17.92993	142.3493	-17.78787
142.3032	-17.67625	142.4304	-17.75743
142.3843	-17.858900000000002	142.5116	-17.90964
142.4654	-17.99081	142.5927	-17.858900000000002
142.5466	-17.645809999999997	142.6738	-17.97052
142.6277	-17.36169	142.7549	-18.011110000000002
142.7088	-17.82846	142.8361	-18.0517
142.7899	-17.858900000000002	142.9172	-18.04155
142.8711	-17.645809999999997	142.9983	-17.97052
142.9522	-17.65596	143.0795	-18.11258
143.0333	-17.75743	143.1606	-18.07199
143.1145	-18.00096	143.2417	-18.07199
143.1956	-17.77772	143.3229	-17.838610000000003
143.2767	-17.838610000000003	143.404	-17.66611
143.3579	-17.56464	143.4851	-18.0517
143.439	-17.80817	143.5663	-18.0517
143.5201	-17.96037	143.6474	-17.645809999999997
143.6013	-17.84875	143.7285	-17.686400000000003
143.6824	-17.89949	143.8096	-18.12273
143.7635	-17.75743	143.8908	-18.17346
143.8447	-17.59508	143.9719	-17.86905
143.9258	-17.8792	144.053	-17.67625
144.0069	-17.99081	144.1342	-18.07199
144.088	-17.86905	144.2153	-17.940080000000002
144.1692	-17.54434	144.2964	-17.96037
144.2503	-17.645809999999997	144.3776	-18.19376
144.3314	-17.534190000000002	144.4587	-17.98067
144.4126	-17.59508	144.5398	-17.92993
144.4937	-17.8792	144.621	-18.19376
144.5748	-17.81831	144.7021	-17.77772
144.656	-17.48346	144.7832	-17.86905
144.7371	-17.838610000000003	144.8643	-17.60522
144.8182	-18.06184	144.9455	-17.86905
144.89940000000001	-17.91978	145.0266	-18.2242
144.9805	-17.706690000000002	145.1077	-18.12273
145.0616	-17.59508	145.1889	-17.86905
145.1427	-17.8792	145.27	-17.838610000000003
145.2239	-17.81831	145.3511	-17.92993
145.305	-17.75743	145.4323	-17.88934
145.3861	-17.77772	145.5134	-17.75743
145.4673	-17.57478	145.5945	-17.88934
145.5484	-17.56464	145.6757	-17.99081
145.6295	-17.84875	145.7568	-17.99081
145.7107	-17.99081	145.8379	-17.97052
145.7918	-17.798019999999998	145.9191	-17.950229999999998
145.8729	-17.76758	146.0002	-17.858900000000002
145.9541	-17.78787	146.0813	-17.54434
146.0352	-17.65596	146.1624	-17.473309999999998
146.1163	-17.59508	146.2436	-17.58493
146.1974	-17.65596	146.3247	-17.65596
146.2786	-17.76758	146.4058	-17.61537
146.3597	-17.88934	146.487	-18.13287
146.4408	-17.78787	146.5681	-18.00096
146.522	-17.686400000000003	146.6492	-17.71684
146.6031	-17.686400000000003	146.7304	-17.645809999999997
146.6842	-17.58493	146.8115	-17.77772
146.7654	-17.82846	146.8926	-17.92993
146.8465	-18.00096	146.9738	-17.72699
146.9276	-17.686400000000003	147.0549	-17.84875
147.0088	-17.59508	147.136	-17.81831
147.0899	-17.90964	147.2171	-18.011110000000002
147.171	-18.011110000000002	147.2983	-18.0517
147.2522	-17.72699	147.3794	-17.88934
147.3333	-17.69655	147.4605	-17.8792
147.4144	-17.66611	147.5417	-18.14302
147.4955	-17.59508	147.6228	-18.08214
147.5767	-17.66611	147.7039	-18.02125
147.6578	-17.645809999999997	147.7851	-17.686400000000003
147.7389	-17.74728	147.8662	-17.84875
147.8201	-17.69655	147.9473	-17.99081
147.9012	-17.534190000000002	148.0285	-17.798019999999998
147.9823	-18.00096	148.1096	-17.69655
148.0635	-17.92993	148.1907	-17.77772
148.1446	-17.686400000000003	148.2719	-18.0314
148.2257	-17.798019999999998	148.353	-17.940080000000002
148.3069	-17.92993	148.4341	-17.66611
148.388	-17.838610000000003	148.5152	-17.65596
148.4691	-18.10243	148.5964	-17.80817
148.5502	-17.86905	148.6775	-17.798019999999998
148.6314	-17.534190000000002	148.7586	-17.645809999999997
148.7125	-17.625519999999998	148.8398	-17.80817
148.7936	-17.99081	148.9209	-17.78787
148.8748	-18.00096	149.002	-17.72699
148.9559	-17.72699	149.0832	-17.858900000000002
149.037	-17.55449	149.1643	-18.0517
149.1182	-17.58493	149.2454	-17.86905
149.1993	-17.798019999999998	149.3266	-17.98067
149.2804	-17.59508	149.4077	-17.88934
149.3616	-17.44287	149.4888	-17.88934
149.4427	-17.73714	149.5699	-17.67625
149.5238	-17.80817	149.6511	-17.73714
149.6049	-17.76758	149.7322	-17.940080000000002
149.6861	-17.858900000000002	149.8133	-17.91978
149.7672	-17.90964	149.8945	-17.73714
149.8483	-17.8792	149.9756	-17.81831
149.9295	-17.706690000000002	150.0567	-17.91978
150.0106	-17.473309999999998	150.1379	-18.0314
150.0917	-17.473309999999998	150.219	-17.96037
150.1729	-17.473309999999998	150.3001	-17.65596
150.254	-17.74728	150.3813	-17.73714
150.3351	-17.76758	150.4624	-17.71684
150.4163	-17.77772	150.5435	-17.950229999999998
150.4974	-17.798019999999998	150.6246	-17.75743
150.5785	-17.66611	150.7058	-17.645809999999997
150.6597	-17.74728	150.7869	-17.940080000000002
150.7408	-17.71684	150.868	-18.04155
150.8219	-17.55449	150.9492	-17.81831
150.903	-17.66611	151.0303	-17.89949
150.9842	-17.80817	151.1114	-17.89949
151.0653	-17.81831	151.1926	-17.706690000000002
151.1464	-18.02125	151.2737	-18.0314
151.2276	-17.89949	151.3548	-17.940080000000002
151.3087	-17.41243	151.436	-17.88934
151.3898	-17.61537	151.5171	-17.84875
151.471	-17.76758	151.5982	-17.88934
151.5521	-17.686400000000003	151.6794	-17.98067
151.6332	-17.78787	151.7605	-18.00096
151.7144	-17.82846	151.8416	-17.8792
151.7955	-17.80817	151.9227	-17.97052
151.8766	-17.686400000000003	152.0039	-17.96037
151.9577	-18.02125	152.085	-17.76758
152.0389	-17.86905	152.1661	-17.76758
152.12	-17.76758	152.2473	-17.91978
152.2011	-17.71684	152.3284	-17.72699
152.2823	-17.54434	152.4095	-17.76758
152.3634	-17.686400000000003	152.4907	-17.80817
152.4445	-17.67625	152.5718	-17.88934
152.5257	-17.72699	152.6529	-18.07199
152.6068	-17.84875	152.7341	-17.940080000000002
152.6879	-17.76758	152.8152	-17.77772
152.7691	-17.78787	152.8963	-17.91978
152.8502	-17.82846	152.9774	-17.98067
152.9313	-17.950229999999998	153.0586	-18.13287
153.0125	-17.69655	153.1397	-18.15317
153.0936	-17.89949	153.2208	-18.00096
153.1747	-17.90964	153.302	-17.97052
153.2558	-17.78787	153.3831	-17.798019999999998
153.337	-17.473309999999998	153.4642	-17.76758
153.4181	-17.61537	153.5454	-17.940080000000002
153.4992	-17.90964	153.6265	-17.82846
153.5804	-17.82846	153.7076	-17.73714
153.6615	-17.81831	153.7888	-17.69655
153.7426	-17.5139	153.8699	-17.940080000000002
153.8238	-17.60522	153.951	-17.74728
153.9049	-17.686400000000003	154.0322	-17.81831
153.986	-17.858900000000002	154.1133	-18.092290000000002
154.0672	-18.011110000000002	154.1944	-17.96037
154.1483	-17.92993	154.2755	-17.858900000000002
154.2294	-17.78787	154.3567	-18.02125
154.3105	-17.67625	154.4378	-17.798019999999998
154.3917	-17.73714	154.5189	-17.66611
154.4728	-17.858900000000002	154.6001	-17.63567
154.5539	-17.84875	154.6812	-17.73714
154.6351	-17.55449	154.7623	-18.12273
154.7162	-17.645809999999997	154.8435	-17.98067
154.7973	-18.02125	154.9246	-17.71684
154.8785	-18.0517	155.0057	-17.82846
154.9596	-18.011110000000002	155.08690000000001	-17.76758
155.0407	-17.66611	155.168	-18.13287
155.1219	-17.76758	155.2491	-18.08214
155.203	-17.72699	155.3302	-18.2039
155.2841	-17.645809999999997	155.4114	-18.00096
155.3652	-17.686400000000003	155.4925	-17.73714
155.4464	-17.75743	155.5736	-17.72699
155.5275	-17.686400000000003	155.6548	-18.04155
155.6086	-17.80817	155.7359	-17.81831
155.6898	-17.78787	155.817	-17.8792
155.7709	-17.858900000000002	155.8982	-17.99081
155.852	-18.0517	155.9793	-18.11258
155.9332	-17.858900000000002	156.0604	-18.11258
156.0143	-17.686400000000003	156.1416	-17.92993
156.0954	-17.950229999999998	156.2227	-17.88934
156.1766	-18.10243	156.3038	-17.77772
156.2577	-17.940080000000002	156.3849	-17.858900000000002
156.3388	-17.82846	156.4661	-17.81831
156.42	-17.89949	156.5472	-17.858900000000002
156.5011	-17.69655	156.6283	-17.84875
156.5822	-17.58493	156.7095	-17.76758
156.6633	-17.61537	156.7906	-17.97052
156.7445	-17.57478	156.8717	-17.86905
156.8256	-17.72699	156.9529	-17.84875
156.9067	-17.75743	157.034	-18.04155
156.9879	-17.45302	157.1151	-18.13287
157.069	-17.65596	157.1963	-17.88934
157.1501	-17.625519999999998	157.2774	-17.65596
157.2313	-17.52405	157.3585	-17.686400000000003
157.3124	-17.43272	157.4397	-17.65596
157.3935	-18.10243	157.5208	-17.76758
157.4747	-18.14302	157.6019	-17.56464
157.5558	-17.798019999999998	157.683	-17.686400000000003
157.6369	-17.82846	157.7642	-17.798019999999998
157.718	-17.82846	157.8453	-17.58493
157.7992	-17.838610000000003	157.9264	-17.78787
157.8803	-17.63567	158.0076	-18.21405
157.9614	-17.59508	158.0887	-18.06184
158.0426	-17.76758	158.1698	-17.838610000000003
158.1237	-17.686400000000003	158.251	-17.61537
158.2048	-17.473309999999998	158.3321	-17.48346
158.286	-17.72699	158.4132	-17.77772
158.3671	-17.77772	158.4944	-17.82846
158.4482	-17.63567	158.5755	-17.92993
158.5294	-17.63567	158.6566	-17.99081
158.6105	-17.73714	158.7377	-17.82846
158.6916	-17.92993	158.8189	-17.798019999999998
158.7728	-17.71684	158.9	-17.91978
158.8539	-17.52405	158.9811	-17.98067
158.935	-17.686400000000003	159.0623	-17.86905
159.0161	-17.67625	159.1434	-18.092290000000002
159.0973	-17.67625	159.2245	-18.011110000000002
159.1784	-17.60522	159.3057	-17.8792
159.2595	-17.42258	159.3868	-17.65596
159.3407	-17.43272	159.4679	-17.84875
159.4218	-17.54434	159.5491	-17.80817
159.5029	-17.66611	159.6302	-17.950229999999998
159.5841	-17.71684	159.7113	-17.940080000000002
159.6652	-17.66611	159.7924	-17.90964
159.7463	-17.534190000000002	159.8736	-18.18361
159.8275	-17.80817	159.9547	-17.8792
159.9086	-17.77772	160.0358	-17.96037
159.9897	-17.60522	160.117	-18.04155
160.0708	-17.73714	160.1981	-17.82846
160.152	-17.645809999999997	160.2792	-17.645809999999997
160.2331	-17.58493	160.3604	-17.86905
160.3142	-17.73714	160.4415	-17.89949
160.3954	-17.42258	160.5226	-17.81831
160.4765	-17.44287	160.6038	-17.858900000000002
160.5576	-17.74728	160.6849	-18.011110000000002
160.6388	-17.838610000000003	160.766	-17.84875
160.7199	-17.625519999999998	160.8472	-17.98067
160.801	-17.57478	160.9283	-17.96037
160.8822	-17.534190000000002	161.0094	-17.81831
160.9633	-17.61537	161.0905	-17.798019999999998
161.0444	-17.61537	161.1717	-17.69655
161.1255	-17.59508	161.2528	-17.76758
161.2067	-17.838610000000003	161.3339	-17.96037
161.2878	-17.63567	161.4151	-18.0517
161.3689	-17.69655	161.4962	-17.8792
161.4501	-17.59508	161.5773	-17.80817
161.5312	-17.392139999999998	161.6585	-17.77772
161.6123	-17.534190000000002	161.7396	-18.011110000000002
161.6935	-17.69655	161.8207	-17.99081
161.7746	-18.00096	161.9019	-17.55449
161.8557	-18.02125	161.983	-17.686400000000003
161.9369	-17.88934	162.0641	-17.77772
162.018	-17.5139	162.1452	-17.88934
162.0991	-17.59508	162.2264	-17.92993
162.1803	-17.76758	162.3075	-18.011110000000002
162.2614	-17.59508	162.3886	-17.65596
162.3425	-17.69655	162.4698	-17.67625
162.4236	-17.858900000000002	162.5509	-18.23434
162.5048	-17.80817	162.632	-17.96037
162.5859	-17.78787	162.7132	-17.8792
162.667	-17.58493	162.7943	-17.78787
162.7482	-17.706690000000002	162.8754	-17.61537
162.8293	-18.06184	162.9566	-17.686400000000003
162.9104	-17.78787	163.0377	-17.838610000000003
162.9916	-17.77772	163.1188	-17.75743
163.0727	-17.950229999999998	163.2	-17.534190000000002
163.1538	-17.43272	163.2811	-17.75743
163.235	-17.91978	163.3622	-17.84875
163.3161	-18.0314	163.4433	-18.08214
163.3972	-17.72699	163.5245	-17.8792
163.4783	-17.80817	163.6056	-17.940080000000002
163.5595	-18.14302	163.6867	-17.950229999999998
163.6406	-17.71684	163.7679	-18.02125
163.7217	-17.58493	163.849	-18.00096
163.8029	-17.71684	163.9301	-17.706690000000002
163.884	-17.645809999999997	164.0113	-17.56464
163.9651	-17.798019999999998	164.0924	-17.75743
164.0463	-17.534190000000002	164.1735	-17.838610000000003
164.1274	-17.65596	164.2547	-17.89949
164.2085	-17.63567	164.3358	-17.858900000000002
164.2897	-17.73714	164.4169	-17.89949
164.3708	-17.78787	164.498	-17.8792
164.4519	-17.59508	164.5792	-18.011110000000002
164.5331	-17.55449	164.6603	-17.858900000000002
164.6142	-17.65596	164.7414	-17.71684
164.6953	-17.69655	164.8226	-17.645809999999997
164.7764	-17.82846	164.9037	-17.60522
164.8576	-17.798019999999998	164.9848	-18.02125
164.9387	-17.35155	165.066	-17.84875
165.0198	-17.50375	165.1471	-17.96037
165.101	-17.84875	165.2282	-17.69655
165.1821	-17.686400000000003	165.3094	-17.86905
165.2632	-17.74728	165.3905	-18.0314
165.3444	-17.60522	165.4716	-17.81831
165.4255	-17.89949	165.5527	-17.65596
165.5066	-17.74728	165.6339	-17.59508
165.5878	-17.56464	165.715	-17.645809999999997
165.6689	-17.57478	165.7961	-17.58493
165.75	-17.78787	165.8773	-17.75743
165.8311	-17.73714	165.9584	-17.99081
165.9123	-17.65596	166.0395	-17.52405
165.9934	-17.5139	166.1207	-18.00096
166.0745	-17.49361	166.2018	-18.06184
166.1557	-17.60522	166.2829	-17.69655
166.2368	-17.73714	166.3641	-17.67625
166.3179	-17.78787	166.4452	-17.66611
166.3991	-17.77772	166.5263	-17.534190000000002
166.4802	-17.65596	166.6075	-17.73714
166.5613	-17.75743	166.6886	-17.838610000000003
166.6425	-17.80817	166.7697	-17.67625
166.7236	-17.71684	166.8508	-17.80817
166.8047	-17.45302	166.932	-17.645809999999997
166.8858	-17.43272	167.0131	-17.99081
166.967	-17.67625	167.0942	-17.8792
167.0481	-17.858900000000002	167.1754	-17.686400000000003
167.1292	-17.81831	167.2565	-17.706690000000002
167.2104	-17.625519999999998	167.3376	-17.686400000000003
167.2915	-17.84875	167.4188	-17.81831
167.3726	-17.798019999999998	167.4999	-17.950229999999998
167.4538	-17.74728	167.581	-17.75743
167.5349	-17.80817	167.6622	-17.49361
167.616	-17.57478	167.7433	-17.534190000000002
167.6972	-17.54434	167.8244	-17.838610000000003
167.7783	-17.69655	167.9055	-17.78787
167.8594	-17.76758	167.9867	-17.82846
167.9406	-17.75743	168.0678	-18.092290000000002
168.0217	-17.55449	168.1489	-17.96037
168.1028	-17.534190000000002	168.2301	-17.60522
168.1839	-17.625519999999998	168.3112	-17.57478
168.2651	-17.78787	168.3923	-17.858900000000002
168.3462	-17.78787	168.4735	-17.91978
168.4273	-17.80817	168.5546	-17.686400000000003
168.5085	-17.69655	168.6357	-17.798019999999998
168.5896	-17.798019999999998	168.7169	-17.99081
168.6707	-17.59508	168.798	-18.011110000000002
168.7519	-17.5139	168.8791	-17.88934
168.833	-17.75743	168.9603	-17.74728
168.9141	-17.940080000000002	169.0414	-17.86905
168.9953	-17.71684	169.1225	-18.00096
169.0764	-17.59508	169.2036	-17.88934
169.1575	-17.798019999999998	169.2848	-17.76758
169.2386	-17.81831	169.3659	-17.81831
169.3198	-17.72699	169.447	-17.706690000000002
169.4009	-17.84875	169.5282	-17.71684
169.482	-17.72699	169.6093	-17.65596
169.5632	-17.625519999999998	169.6904	-17.80817
169.6443	-17.96037	169.7716	-18.08214
169.7254	-17.89949	169.8527	-17.84875
169.8066	-17.74728	169.9338	-17.97052
169.8877	-17.686400000000003	170.015	-17.90964
169.9688	-17.88934	170.0961	-17.77772
170.05	-17.82846	170.1772	-17.838610000000003
170.1311	-17.65596	170.2583	-17.75743
170.2122	-17.74728	170.3395	-17.69655
170.2934	-17.67625	170.4206	-17.74728
170.3745	-17.76758	170.5017	-17.88934
170.4556	-17.60522	170.5829	-17.76758
170.5367	-17.49361	170.664	-17.77772
170.6179	-17.90964	170.7451	-18.02125
170.699	-17.84875	170.8263	-18.16331
170.7801	-17.69655	170.9074	-17.88934
170.8613	-17.56464	170.9885	-17.71684
170.9424	-17.534190000000002	171.0697	-18.00096
171.0235	-17.58493	171.1508	-17.82846
171.1047	-17.90964	171.2319	-17.473309999999998
171.1858	-17.706690000000002	171.313	-17.473309999999998
171.2669	-17.90964	171.3942	-17.706690000000002
171.3481	-17.645809999999997	171.4753	-17.858900000000002
171.4292	-17.59508	171.5564	-17.63567
171.5103	-17.48346	171.6376	-17.90964
171.5914	-17.65596	171.7187	-17.8792
171.6726	-17.90964	171.7998	-17.645809999999997
171.7537	-17.59508	171.881	-17.84875
171.8348	-17.52405	171.9621	-18.07199
171.916	-17.798019999999998	172.0432	-18.0314
171.9971	-17.98067	172.1244	-17.858900000000002
172.0782	-17.686400000000003	172.2055	-17.645809999999997
172.1594	-17.72699	172.2866	-17.625519999999998
172.2405	-17.838610000000003	172.3678	-17.76758
172.3216	-17.74728	172.4489	-17.89949
172.4028	-17.54434	172.53	-17.686400000000003
172.4839	-17.59508	172.6111	-17.65596
172.565	-17.838610000000003	172.6923	-17.82846
172.6461	-17.66611	172.7734	-17.88934
172.7273	-17.61537	172.8545	-17.72699
172.8084	-17.838610000000003	172.9357	-17.645809999999997
172.8895	-17.92993	173.0168	-17.71684
172.9707	-17.8792	173.0979	-17.86905
173.0518	-17.54434	173.1791	-17.858900000000002
173.1329	-17.55449	173.2602	-17.90964
173.2141	-17.81831	173.3413	-17.91978
173.2952	-17.686400000000003	173.4225	-17.77772
173.3763	-17.60522	173.5036	-17.55449
173.4575	-17.55449	173.5847	-18.04155
173.5386	-17.858900000000002	173.6658	-17.97052
173.6197	-17.66611	173.747	-17.838610000000003
173.7009	-17.58493	173.8281	-17.625519999999998
173.782	-17.81831	173.9092	-17.55449
173.8631	-17.534190000000002	173.9904	-17.686400000000003
173.9442	-17.838610000000003	174.0715	-17.59508
174.0254	-17.59508	174.1526	-17.838610000000003
174.1065	-17.80817	174.2338	-17.798019999999998
174.1876	-18.04155	174.3149	-17.89949
174.2688	-17.534190000000002	174.396	-17.91978
174.3499	-17.63567	174.4772	-17.82846
174.431	-17.67625	174.5583	-17.78787
174.5122	-17.67625	174.6394	-17.8792
174.5933	-17.58493	174.7206	-17.91978
174.6744	-17.57478	174.8017	-17.74728
174.7556	-17.63567	174.8828	-17.69655
174.8367	-17.61537	174.9639	-17.950229999999998
174.9178	-17.84875	175.0451	-17.73714
174.9989	-17.8792	175.1262	-17.78787
175.0801	-17.58493	175.2073	-17.91978
175.1612	-17.463160000000002	175.2885	-17.82846
175.2423	-17.65596	175.3696	-17.89949
175.3235	-17.838610000000003	175.4507	-17.950229999999998
175.4046	-17.61537	175.5319	-18.08214
175.4857	-17.74728	175.613	-17.77772
175.5669	-17.65596	175.6941	-17.59508
175.648	-17.858900000000002	175.7753	-17.65596
175.7291	-18.04155	175.8564	-17.8792
175.8103	-17.75743	175.9375	-17.858900000000002
175.8914	-17.54434	176.0186	-17.86905
175.9725	-17.57478	176.0998	-17.838610000000003
176.0536	-17.57478	176.1809	-17.8792
176.1348	-17.59508	176.262	-17.78787
176.2159	-17.55449	176.3432	-17.72699
176.297	-17.86905	176.4243	-17.74728
176.3782	-18.011110000000002	176.5054	-17.82846
176.4593	-17.55449	176.5866	-17.76758
176.5404	-17.645809999999997	176.6677	-17.74728
176.6216	-17.82846	176.7488	-17.88934
176.7027	-17.81831	176.83	-17.59508
176.7838	-17.73714	176.9111	-17.858900000000002
176.865	-17.686400000000003	176.9922	-17.78787
176.9461	-17.8792	177.0733	-17.706690000000002
177.0272	-17.69655	177.1545	-17.80817
177.1084	-17.72699	177.2356	-17.838610000000003
177.1895	-17.686400000000003	177.3167	-17.73714
177.2706	-17.838610000000003	177.3979	-17.92993
177.3517	-17.686400000000003	177.479	-17.71684
177.4329	-17.55449	177.5601	-17.950229999999998
177.514	-17.41243	177.6413	-17.950229999999998
177.5951	-17.66611	177.7224	-17.706690000000002
177.6763	-17.84875	177.8035	-17.65596
177.7574	-17.706690000000002	177.8847	-17.625519999999998
177.8385	-17.8792	177.9658	-17.71684
177.9197	-17.72699	178.0469	-17.96037
178.0008	-17.73714	178.1281	-17.798019999999998
178.0819	-17.76758	178.2092	-17.88934
178.1631	-17.67625	178.2903	-17.858900000000002
178.2442	-17.71684	178.3714	-17.86905
178.3253	-17.67625	178.4526	-17.66611
178.4064	-17.74728	178.5337	-17.60522
178.4876	-17.8792	178.6148	-17.838610000000003
178.5687	-17.73714	178.696	-17.84875
178.6498	-17.52405	178.7771	-17.838610000000003
178.731	-17.65596	178.8582	-17.91978
178.8121	-17.86905	178.9394	-17.84875
178.8932	-17.80817	179.0205	-17.58493
178.9744	-17.73714	179.1016	-17.89949
179.0555	-17.65596	179.1828	-18.02125
179.1366	-17.66611	179.2639	-17.86905
179.2178	-17.91978	179.345	-18.0314
179.2989	-17.77772	179.4261	-17.940080000000002
179.38	-17.69655	179.5073	-17.89949
179.4612	-17.74728	179.5884	-17.66611
179.5423	-17.65596	179.6695	-17.58493
179.6234	-17.69655	179.7507	-17.77772
179.7045	-17.65596	179.8318	-17.59508
179.7857	-17.645809999999997	179.9129	-18.08214
179.8668	-17.55449	179.9941	-17.98067
179.9479	-17.56464	180.0752	-17.59508
180.0291	-17.80817	180.1563	-17.80817
180.1102	-17.645809999999997	180.2375	-17.84875
180.1913	-17.8792	180.3186	-17.92993
180.2725	-17.645809999999997	180.3997	-17.8792
180.3536	-17.49361	180.4809	-17.37184
180.4347	-17.59508	180.562	-17.25008
180.5159	-17.49361	180.6431	-17.473309999999998
180.597	-17.37184	180.7242	-17.92993
180.6781	-17.49361	180.8054	-18.04155
180.7592	-17.37184	180.8865	-17.86905
180.8404	-17.5139	180.9676	-17.92993
180.9215	-17.76758	181.0488	-17.838610000000003
181.0026	-17.78787	181.1299	-17.89949
181.0838	-17.625519999999998	181.211	-17.84875
181.1649	-17.65596	181.2922	-18.02125
181.246	-18.00096	181.3733	-17.72699
181.3272	-17.71684	181.4544	-17.81831
181.4083	-17.41243	181.5356	-17.66611
